"","YR","SP","DEPTH","LAT","LON","ASDIST","DTEOC"
"500",2011,18,NA,NA,NA,NA,NA
"501",2012,18,NA,NA,NA,NA,NA
"502",2013,18,NA,NA,NA,NA,NA
"503",2014,18,NA,NA,NA,NA,NA
"504",2015,18,NA,NA,NA,NA,NA
"505",2016,18,NA,NA,NA,NA,NA
"506",2017,18,NA,NA,NA,NA,NA
"507",2018,18,NA,NA,NA,NA,NA
"508",2019,18,NA,NA,NA,NA,NA
"509",2020,18,NA,NA,NA,NA,NA
"510",2021,18,NA,NA,NA,NA,NA
"511",2022,18,NA,NA,NA,NA,NA
"512",2023,18,NA,NA,NA,NA,NA
"513",2024,18,NA,NA,NA,NA,NA
"514",1968,19,NA,NA,NA,NA,NA
"515",1969,19,NA,NA,NA,NA,NA
"516",1970,19,NA,NA,NA,NA,NA
"517",1971,19,NA,NA,NA,NA,NA
"518",1972,19,NA,NA,NA,NA,NA
"519",1973,19,NA,NA,NA,NA,NA
"520",1974,19,NA,NA,NA,NA,NA
"521",1975,19,NA,NA,NA,NA,NA
"522",1976,19,NA,NA,NA,NA,NA
"523",1977,19,NA,NA,NA,NA,NA
"524",1978,19,NA,NA,NA,NA,NA
"525",1979,19,NA,NA,NA,NA,NA
"526",1980,19,NA,NA,NA,NA,NA
"527",1981,19,NA,NA,NA,NA,NA
"528",1982,19,NA,NA,NA,NA,NA
"529",1983,19,NA,NA,NA,NA,NA
"530",1984,19,NA,NA,NA,NA,NA
"531",1985,19,NA,NA,NA,NA,NA
"532",1986,19,NA,NA,NA,NA,NA
"533",1987,19,NA,NA,NA,NA,NA
"534",1988,19,NA,NA,NA,NA,NA
"535",1989,19,NA,NA,NA,NA,NA
"536",1990,19,NA,NA,NA,NA,NA
"537",1991,19,NA,NA,NA,NA,NA
"538",1992,19,NA,NA,NA,NA,NA
"539",1993,19,NA,NA,NA,NA,NA
"540",1994,19,NA,NA,NA,NA,NA
"541",1995,19,NA,NA,NA,NA,NA
"542",1996,19,NA,NA,NA,NA,NA
"543",1997,19,NA,NA,NA,NA,NA
"544",1998,19,NA,NA,NA,NA,NA
"545",1999,19,NA,NA,NA,NA,NA
"546",2000,19,NA,NA,NA,NA,NA
"547",2001,19,NA,NA,NA,NA,NA
"548",2002,19,NA,NA,NA,NA,NA
"549",2003,19,NA,NA,NA,NA,NA
"550",2004,19,NA,NA,NA,NA,NA
"551",2005,19,NA,NA,NA,NA,NA
"552",2006,19,NA,NA,NA,NA,NA
"553",2007,19,NA,NA,NA,NA,NA
"554",2008,19,NA,NA,NA,NA,NA
"555",2009,19,NA,NA,NA,NA,NA
"556",2010,19,NA,NA,NA,NA,NA
"557",2011,19,NA,NA,NA,NA,NA
"558",2012,19,NA,NA,NA,NA,NA
"559",2013,19,NA,NA,NA,NA,NA
"560",2014,19,NA,NA,NA,NA,NA
"561",2015,19,NA,NA,NA,NA,NA
"562",2016,19,NA,NA,NA,NA,NA
"563",2017,19,NA,NA,NA,NA,NA
"564",2018,19,NA,NA,NA,NA,NA
"565",2019,19,NA,NA,NA,NA,NA
"566",2020,19,NA,NA,NA,NA,NA
"567",2021,19,NA,NA,NA,NA,NA
"568",2022,19,NA,NA,NA,NA,NA
"569",2023,19,NA,NA,NA,NA,NA
"570",2024,19,NA,NA,NA,NA,NA
"571",1968,21,NA,NA,NA,NA,NA
"572",1969,21,NA,NA,NA,NA,NA
"573",1970,21,NA,NA,NA,NA,NA
"574",1971,21,NA,NA,NA,NA,NA
"575",1972,21,NA,NA,NA,NA,NA
"576",1973,21,NA,NA,NA,NA,NA
"577",1974,21,NA,NA,NA,NA,NA
"578",1975,21,NA,NA,NA,NA,NA
"579",1976,21,NA,NA,NA,NA,NA
"580",1977,21,NA,NA,NA,NA,NA
"581",1978,21,NA,NA,NA,NA,NA
"582",1979,21,NA,NA,NA,NA,NA
"583",1980,21,NA,NA,NA,NA,NA
"584",1981,21,NA,NA,NA,NA,NA
"585",1982,21,NA,NA,NA,NA,NA
"586",1983,21,NA,NA,NA,NA,NA
"587",1984,21,NA,NA,NA,NA,NA
"588",1985,21,NA,NA,NA,NA,NA
"589",1986,21,NA,NA,NA,NA,NA
"590",1987,21,NA,NA,NA,NA,NA
"591",1988,21,NA,NA,NA,NA,NA
"592",1989,21,NA,NA,NA,NA,NA
"593",1990,21,NA,NA,NA,NA,NA
"594",1991,21,NA,NA,NA,NA,NA
"595",1992,21,NA,NA,NA,NA,NA
"596",1993,21,NA,NA,NA,NA,NA
"597",1994,21,NA,NA,NA,NA,NA
"598",1995,21,NA,NA,NA,NA,NA
"599",1996,21,NA,NA,NA,NA,NA
"600",1997,21,NA,NA,NA,NA,NA
"601",1998,21,NA,NA,NA,NA,NA
"602",1999,21,NA,NA,NA,NA,NA
"603",2000,21,NA,NA,NA,NA,NA
"604",2001,21,NA,NA,NA,NA,NA
"605",2002,21,NA,NA,NA,NA,NA
"606",2003,21,NA,NA,NA,NA,NA
"607",2004,21,NA,NA,NA,NA,NA
"608",2005,21,NA,NA,NA,NA,NA
"609",2006,21,NA,NA,NA,NA,NA
"610",2007,21,NA,NA,NA,NA,NA
"611",2008,21,NA,NA,NA,NA,NA
"612",2009,21,NA,NA,NA,NA,NA
"613",2010,21,NA,NA,NA,NA,NA
"614",2011,21,NA,NA,NA,NA,NA
"615",2012,21,NA,NA,NA,NA,NA
"616",2013,21,NA,NA,NA,NA,NA
"617",2014,21,NA,NA,NA,NA,NA
"618",2015,21,NA,NA,NA,NA,NA
"619",2016,21,NA,NA,NA,NA,NA
"620",2017,21,NA,NA,NA,NA,NA
"621",2018,21,NA,NA,NA,NA,NA
"622",2019,21,NA,NA,NA,NA,NA
"623",2020,21,NA,NA,NA,NA,NA
"624",2021,21,NA,NA,NA,NA,NA
"625",2022,21,NA,NA,NA,NA,NA
"626",2023,21,NA,NA,NA,NA,NA
"627",2024,21,NA,NA,NA,NA,NA
"628",1968,22,119.7,41.2650001,-68.0883334,1044.74077497569,162.170479495511
"629",1969,22,113,41.6229165,-67.3125,1119.19383008288,183.582416208145
"630",1970,22,137.888888888889,41.187037,-68.1925925555556,1032.41006289215,177.394460410177
"631",1971,22,73,40.735416625,-68.76041675,963.347063171738,188.08994002366
"632",1972,22,118,41.0555556666667,-67.3333335,1072.57175926425,218.812403535954
"633",1973,22,56,40.872222,-69.5888886666667,928.285558411226,117.242023078804
"634",1974,22,72,41.0833333333333,-67.7555556666667,1048.90235100876,208.173924952937
"635",1975,22,177,42.033333,-65.916667,1227.61648379017,166.50377668688
"636",1976,22,91,41.433333,-66.45,1149.45342903843,240.517624628466
"637",1977,22,NA,NA,NA,NA,NA
"638",1978,22,175,41.75,-68.925,1037.19418998922,94.8070458023717
"639",1979,22,NA,NA,NA,NA,NA
"640",1980,22,NA,NA,NA,NA,NA
"641",1981,22,NA,NA,NA,NA,NA
"642",1982,22,136,41.316667,-66.233333,1151.82760390396,249.177259261107
"643",1983,22,NA,NA,NA,NA,NA
"644",1984,22,NA,NA,NA,NA,NA
"645",1985,22,112.5,41.0416665,-66.9916665,1087.49689879091,216.299743734864
"646",1986,22,100.5,41.075,-66.5583335,1115.69853682825,279.280404081874
"647",1987,22,69,40.5,-70.033333,873.440987010308,123.260129607462
"648",1988,22,NA,NA,NA,NA,NA
"649",1989,22,91,40.133333,-71.483333,760.218725562558,107.356717601437
"650",1990,22,NA,NA,NA,NA,NA
"651",1991,22,69,40.5,-69.9,878.703228470181,126.804098281565
"652",1992,22,198.5,41.95,-66.783333,1173.49422696594,205.929928908699
"653",1993,22,103.6,40.6233334,-68.9533332,945.178052238329,162.466075143019
"654",1994,22,103.75,41.01249975,-67.60000025,1051.87516452247,214.2874105642
"655",1995,22,102.5,40.4583335,-69.625,890.585222144528,137.702262615363
"656",1996,22,190.25,41.32083325,-67.63333325,1076.17496090019,167.001874425628
"657",1997,22,111.666666666667,40.6638888333333,-68.413889,979.144045136338,191.132889261875
"658",1998,22,130.555555555556,41.4277777777778,-67.2999998888889,1101.79739376923,184.040185515694
"659",1999,22,148,41.46458325,-68.145312625,1061.88352959405,157.10864420866
"660",2000,22,133.066666666667,41.0756220666667,-68.0836,1030.90751500894,181.420343396616
"661",2001,22,106.692307692308,40.9763442307692,-67.8982610769231,1032.83081587435,188.750062991978
"662",2002,22,155.846153846154,40.8767306923077,-68.5873973076923,986.630312245633,174.592357188119
"663",2003,22,128.48,40.8107092,-68.66767592,975.566714202718,177.991588436064
"664",2004,22,194.571428571429,40.7125356428571,-69.1819286428571,939.104753787931,161.940047450337
"665",2005,22,179.875,40.9100549375,-68.4484749375,996.161086274269,175.506116632622
"666",2006,22,132.478260869565,40.9258455217391,-68.9725152608696,966.936278596145,157.265183053706
"667",2007,22,161.16,40.88515356,-68.11879988,1011.04401175914,189.104754854906
"668",2008,22,187.090909090909,40.6218344090909,-69.3226025909091,921.067696998951,166.910151744506
"669",2009,22,121.514285714286,40.5464447285714,-69.4474159714286,908.661894912314,161.392143007465
"670",2010,22,127.428571428571,40.6643149761905,-69.4063090595238,920.25178849257,156.8568436598
"671",2011,22,148.614583333333,40.77527253125,-69.3285150729167,934.509708268946,157.29932033618
"672",2012,22,137.05,40.7454276125,-69.4611578,924.24869381444,155.297430750196
"673",2013,22,130.781609195402,40.6279891954023,-69.2416887816092,927.112675967505,165.988834335114
"674",2014,22,126.344444444444,40.7708811555556,-69.2082165333333,940.792431963921,160.600647481398
"675",2015,22,143.938271604938,40.7885892962963,-69.0725074444444,949.568895721832,162.324154243574
"676",2016,22,129.349397590361,41.1690579277108,-68.6055055180723,1007.86352518542,160.268461412831
"677",2017,22,148.343137254902,40.8941034705882,-69.0565874803922,958.952779414763,159.812748146219
"678",2018,22,147.727272727273,40.6306120454545,-69.2090062727273,928.831038197184,166.548647749058
"679",2019,22,142.979591836735,40.7125852959184,-69.306218,929.758562678133,158.171025253364
"680",2020,22,113.444444444444,38.8965092222222,-73.2370370555555,552.613760962556,110.595089570565
"681",2021,22,130.901639344262,40.8345341557377,-69.4242448688525,932.936935480527,148.527356168406
"682",2022,22,139.147368421053,40.7873719684211,-69.3633684631579,932.423133793213,156.134316046503
"683",2023,22,107.342105263158,41.2179692894737,-67.4957412631579,1075.99439712585,203.3187896957
"684",2024,22,144.382978723404,40.8070918191489,-69.3340076702128,936.443485363342,155.283034732809
"685",1968,23,56.5405405405405,41.0536036216216,-69.1081081351351,969.696615042054,136.314781120547
"686",1969,23,65.3382352941177,40.6678922058824,-69.7495097941177,899.92640393413,129.397862016549
"687",1970,23,71.8636363636364,41.4234849318182,-68.4117424318182,1040.95240849311,143.469726131103
"688",1971,23,63.3720930232558,41.3414729069767,-68.2627906744186,1042.26225023217,162.652732802781
"689",1972,23,66.4677419354839,41.2303763548387,-69.1056452096774,985.139367124841,129.613213743127
"690",1973,23,67.7592592592593,41.3061728518519,-68.5919753333333,1019.77623567192,150.162088213076
"691",1974,23,56.25,41.0166666923077,-69.5673077307692,940.594272358692,118.33089259584
"692",1975,23,61.64,41.28400002,-68.93466672,998.72176085962,134.509713641186
"693",1976,23,55.4666666666667,41.3516666,-68.4911110666667,1030.5186042154,140.564714439821
"694",1977,23,63.9230769230769,41.3405983333333,-68.5897435641026,1023.76403947324,139.55278838056
"695",1978,23,56.7209302325581,41.357364372093,-68.7624031395349,1014.20427617238,134.935093139366
"696",1979,23,58.0576923076923,41.3259615192308,-68.6634615769231,1018.27665165764,126.643725781801
"697",1980,23,65.3684210526316,41.330994122807,-69.5125730877193,970.124420434748,101.098598263944
"698",1981,23,63.2096774193548,41.0723118064516,-69.4209677096774,954.130128096,123.403635290789
"699",1982,23,65.873417721519,40.9476792658228,-69.8103375443038,920.775572143941,114.970263102686
"700",1983,23,71.1159420289855,41.2485506811594,-69.0152173768116,992.610899091867,128.405369231918
"701",1984,23,61.7733333333333,41.0555555466667,-69.9077777866667,923.987056959354,104.299893583338
"702",1985,23,59.7922077922078,40.9655844155844,-70.0170995974026,909.968597428434,105.331356500296
"703",1986,23,59.4878048780488,41.0272357926829,-69.8957317073171,922.636075623074,107.129311835994
"704",1987,23,64.3095238095238,41.0916667023809,-69.8307540476191,932.084213458445,108.439266779862
"705",1988,23,55.6506024096386,40.8626506024096,-70.0746988192771,897.907041373182,106.418064674112
"706",1989,23,56.8602150537634,40.7030466236559,-70.4623655698925,861.981016527169,100.337900641147
"707",1990,23,54.5555555555556,40.7576131111111,-70.2257202098765,880.531281440219,104.988093011341
"708",1991,23,53.5128205128205,40.5675213846154,-70.6470085897436,839.484203044105,99.5795297689958
"709",1992,23,53.15,40.8833333,-69.7308333666667,918.906088800982,118.274465639572
"710",1993,23,51.2666666666667,40.5440000266667,-70.2335555333333,861.64076452535,109.404133812822
"711",1994,23,51.8115942028985,40.6403381014493,-70.4413043623188,856.982481019952,97.9989600301187
"712",1995,23,52.6129032258064,40.8524194032258,-69.9887096774194,901.462013410001,107.0673263342
"713",1996,23,53.4024390243902,40.5713414878049,-70.6457317073171,840.698746052966,96.9643000175046
"714",1997,23,54.6470588235294,40.9176470392157,-69.847385627451,915.047527643911,114.410470586764
"715",1998,23,59.9,40.5185713714286,-70.5478571285714,842.008810273441,93.4176525538276
"716",1999,23,55.910447761194,40.7209328656716,-70.1475174179104,881.381588860667,102.215561018527
"717",2000,23,54.536231884058,40.6022898550725,-69.9568744637681,882.399238352902,120.970912044594
"718",2001,23,63.8888888888889,40.856204,-69.4188074814815,936.120812941605,129.388934189071
"719",2002,23,66.1960784313726,41.1305620980392,-69.3902286862745,961.08996400798,118.700625649833
"720",2003,23,64.7368421052632,40.7856300131579,-70.0611010263158,892.211426725506,106.581085863329
"721",2004,23,74.9868421052632,40.7891293552632,-70.2266425526316,882.380811872063,105.894836590069
"722",2005,23,71.551724137931,40.7632600172414,-69.6692218793103,913.581167321026,129.470136272703
"723",2006,23,77.1805555555556,40.6569298055556,-69.8646699027778,893.088970131257,119.778679616388
"724",2007,23,82.9024390243902,40.6478490365854,-69.9460941585366,887.156180747715,119.572046072038
"725",2008,23,81.3243243243243,40.6073458648649,-70.007321,879.948026037092,118.57373637572
"726",2009,23,80.1141304347826,40.3854780652174,-70.5708257336956,829.516880689315,105.852349230191
"727",2010,23,88.227027027027,40.3953385135135,-70.5895720648649,829.080629336487,109.191366850365
"728",2011,23,77.5117647058824,40.2014787705882,-70.7856908470588,801.946534874797,108.219156333255
"729",2012,23,71.5286624203822,40.580938955414,-70.4922770700637,850.43150127185,104.620158265291
"730",2013,23,69.6529411764706,40.3079840294118,-70.7111592882353,814.798825537752,107.833803672317
"731",2014,23,64.95,40.4494041416667,-70.6605705083333,830.171202074754,105.532846575421
"732",2015,23,75.672514619883,40.2618294269006,-70.5365536842105,821.039339716394,113.136941318024
"733",2016,23,55.6535433070866,40.2480564566929,-70.9604675669291,795.116619601618,97.0916244443
"734",2017,23,75.7333333333333,40.1599768533333,-70.8307538,795.53165110599,111.134044245094
"735",2018,23,73.1612903225806,39.8552660483871,-71.3305524758065,740.915477151008,98.6625589469968
"736",2019,23,72.5975609756098,40.2674926280488,-70.6285658902439,816.430832817028,113.655700759964
"737",2020,23,36.06,38.72458998,-74.29533,474.929149553563,38.8775448009148
"738",2021,23,61.7628205128205,40.2950465128205,-70.9482798589744,799.738195040361,99.1531238952855
"739",2022,23,74.4425287356322,40.2599770402299,-70.5532366264368,819.778038571067,115.775818356182
"740",2023,23,87.2280701754386,41.3447602105263,-67.5122807368421,1084.92502283552,192.252710743867
"741",2024,23,79.8385416666667,40.0234989427083,-71.06481459375,770.716408695621,108.47348197559
"742",1968,24,119.444444444444,40.1499997777778,-71.464815,759.966488775659,78.3769993088101
"743",1969,24,92,35.933333,-74.8666665,211.728421734813,65.1227714775403
"744",1970,24,NA,NA,NA,NA,NA
"745",1971,24,NA,NA,NA,NA,NA
"746",1972,24,110.5,36.941667,-74.816667,297.670764914063,86.9277669041164
"747",1973,24,37.7826086956522,36.3007246956522,-75.2775362173913,215.462024234263,34.0256017775829
"748",1974,24,54.3333333333333,36.6166666666667,-74.8833333333333,265.147135650725,39.2278771903094
"749",1975,24,NA,NA,NA,NA,NA
"750",1976,24,39.5714285714286,36.6261905714286,-75.1428571428571,248.372389358339,48.0676116418576
"751",1977,24,41.2,36.3411112,-75.1888888666667,224.894304123033,47.1416448613647
"752",1978,24,71.5714285714286,36.195238,-74.8833334285714,231.823954306911,74.4396948194326
"753",1979,24,45.6666666666667,37.0944445,-74.5333333333333,325.511748901272,49.6431073116749
"754",1980,24,75.0909090909091,36.1151514545455,-75.0787878181818,212.748477813392,52.2527787323925
"755",1981,24,48,36.0296295555556,-75.1074074444444,203.775414648542,49.1203257992643
"756",1982,24,70,36.3533334,-74.93,241.377996237739,65.6829202537974
"757",1983,24,85,36.5416666666667,-75.0194445,250.207430286211,67.2150574627693
"758",1984,24,70.25,36.3666665,-74.966666625,241.086738524825,59.6232945974031
"759",1985,24,114,36.2166667142857,-74.852381,234.969092073112,77.9946332658003
"760",1986,24,74.1818181818182,36.7272727272727,-74.8924242727273,274.735301163502,69.1636136558882
"761",1987,24,65.4615384615385,36.6564102307692,-74.9179487692308,267.805728226091,58.6181084911314
"762",1988,24,74.3333333333333,36.2611112222222,-75.0592591111111,225.79001341552,56.6270266932364
"763",1989,24,46.0909090909091,36.2196970909091,-75.1484848181818,216.972101095482,52.5946682927475
"764",1990,24,29.6,36.5133334,-75.3716666,226.420639013268,32.1385375863828
"765",1991,24,29.0769230769231,36.6935896923077,-75.3102564615385,244.798603964997,33.5091889553356
"766",1992,24,50.0714285714286,36.4773809285714,-75.0499999285714,244.415291221321,52.3175974360517
"767",1993,24,40.75,36.345833375,-75.31875,217.320616420369,41.3365557256223
"768",1994,24,73.3333333333333,36.2250001666667,-75.036111,224.439947316079,62.1853494020088
"769",1995,24,58.5384615384615,36.5935896923077,-75.0807693846154,251.674820778108,54.3994353765683
"770",1996,24,53.5652173913044,36.4050724347826,-75.1123188695652,234.283720381938,48.0188738325649
"771",1997,24,52.4666666666667,36.3222223333333,-75.0388888,231.78035305427,59.7141075783798
"772",1998,24,58.3888888888889,36.274074,-75.2111111666667,217.693515319597,37.4926565323416
"773",1999,24,43.6666666666667,36.3217221666667,-75.114625,226.881762931373,47.1528988612006
"774",2000,24,42.5,36.63520825,-75.1516458125,251.519454467338,48.8635754973479
"775",2001,24,61.5333333333333,36.4674609333333,-75.0301980666667,243.960627544252,55.0165893206618
"776",2002,24,32.4545454545455,36.536409,-75.2441818181818,235.416178056475,45.2704197256461
"777",2003,24,57.4,36.4054771333333,-75.0026661333333,240.522888181226,51.8950317243448
"778",2004,24,58.2222222222222,36.5943333333333,-74.8853148888889,264.704585222711,73.3103511526413
"779",2005,24,66.6,36.3783578,-74.9427708,242.955016036906,61.5410366190663
"780",2006,24,50.3076923076923,36.3759794615385,-75.1718013846154,228.066328606809,49.214930242761
"781",2007,24,42.3846153846154,36.620515,-75.0839428461538,253.825299947094,49.2130730786081
"782",2008,24,64.6666666666667,36.4921514666667,-75.1147232666667,241.475409558529,58.8686933382836
"783",2009,24,60.275,36.540640575,-75.08235055,247.857907308642,49.3664283300803
"784",2010,24,79.8085106382979,36.7658506595745,-74.7990348297872,282.015025779356,66.5841574424185
"785",2011,24,84.25,37.0207517291667,-74.7099742291667,308.497103418771,64.8992919187065
"786",2012,24,74.8333333333333,36.8760943611111,-74.8726847777778,286.308508131297,59.3133404805298
"787",2013,24,69.953488372093,36.7434587906977,-74.9729750465116,270.206480006791,55.3612514199552
"788",2014,24,36.7142857142857,38.4307268571429,-74.4358068571429,441.652857957923,46.1631415131465
"789",2015,24,83.4054054054054,37.1741079189189,-74.5233681351351,331.971036347349,70.463438108448
"790",2016,24,44.4871794871795,37.1027114358974,-75.0601674871795,293.76246734632,40.5603132771457
"791",2017,24,66.7894736842105,37.2788795438597,-74.7634385438596,327.176687029958,57.4245644249599
"792",2018,24,64.1702127659574,36.7725475744681,-75.089916106383,264.283170729718,48.6758697835958
"793",2019,24,66.0196078431373,37.1038803137255,-74.8440045098039,307.090099974209,57.6753133818018
"794",2020,24,61.3913043478261,37.288326173913,-74.7490181086957,328.035288993994,59.361828322783
"795",2021,24,48.6785714285714,37.8131996071429,-74.7016541071429,373.122958687187,46.9112102528667
"796",2022,24,62,37.3435076136364,-74.7182310454545,333.163331879135,59.1290166917273
"797",2023,24,NA,NA,NA,NA,NA
"798",2024,24,61.6140350877193,37.2894936666667,-74.7410481578947,328.780452158053,55.2921672880936
"799",1968,25,128.666666666667,36.6722223333333,-74.4833333333333,294.929071514637,84.51749232338
"800",1969,25,141,36.516667,-74.75,266.228367865543,98.1093422105003
"801",1970,25,NA,NA,NA,NA,NA
"802",1971,25,78,36,-74.866667,216.95992759114,67.167737685786
"803",1972,25,124,36.083333,-74.783333,229.0626389527,77.0987541704091
"804",1973,25,155.5,37.5625,-74.2458335,381.114687756014,102.002234033007
"805",1974,25,77,38.85,-73.083333,559.310682532504,121.631999940305
"806",1975,25,169.8,39.4033334,-71.16,713.794205782734,157.575380372943
"807",1976,25,161.166666666667,38.0138888333333,-73.6166666666667,456.099892212224,112.084291779213
"808",1977,25,154.5,37.1041666666667,-74.3888889166667,335.707846911114,98.4487374336911
"809",1978,25,154.125,37.5125,-74.1270835,383.530641412164,100.843857904801
"810",1979,25,196.25,36.825,-74.53333325,305.449991760805,90.8918828383565
"811",1980,25,121.333333333333,36.6655556,-74.6544444666667,283.540025707302,84.6902451243165
"812",1981,25,187.5,37.3194443333333,-74.2166668333333,363.810948291582,105.363317187914
"813",1982,25,151.272727272727,37.4318181818182,-74.1939395454545,373.696765309246,97.935697784559
"814",1983,25,218.5,36.775,-74.658333,291.409711960276,107.204872619164
"815",1984,25,93,39.3,-72.733333,617.588766125553,126.062629571637
"816",1985,25,143,37.3944443333333,-74.0944443333333,378.136591217143,110.450558583748
"817",1986,25,147.5,36.5083335,-74.725,267.168009458153,89.3140144569166
"818",1987,25,169.5,37.95,-73.8666665,438.099126544941,106.858457163363
"819",1988,25,64,36.57083325,-74.87083325,262.12865137491,73.1107974530978
"820",1989,25,152,37.1,-74.525,323.272993720544,104.461332999182
"821",1990,25,84.6666666666667,36.8444443333333,-74.7222223333333,293.802374638477,83.9654754938514
"822",1991,25,118.285714285714,37.3452381428571,-74.4738094285714,346.823812982058,88.6592004226775
"823",1992,25,120.4,37.9399998,-73.89,433.652809835227,113.112852033357
"824",1993,25,179,37.9777776666667,-73.8166666666667,438.835655093041,112.135323743342
"825",1994,25,141.25,37.42500025,-74.125,379.189955736361,110.996450995566
"826",1995,25,108.666666666667,38.0166663333333,-73.8944443333333,439.128059952555,104.642926365448
"827",1996,25,141,37.6999998,-74.01,408.068119273212,108.16431405672
"828",1997,25,147.75,37.94583325,-73.9125,435.514448119814,108.939058952428
"829",1998,25,122.75,37.7555555833333,-73.6166665833333,436.229267900133,103.297416089342
"830",1999,25,126.888888888889,37.3257776666667,-74.3107407777778,359.736148738849,92.9297813634944
"831",2000,25,165,37.5269762857143,-74.0876428571429,388.02865931953,103.78626896407
"832",2001,25,103.6,37.578238,-73.9733794,399.373300963683,94.970059861417
"833",2002,25,92,38.1342776666667,-73.8156666666667,454.294269373225,106.720140129239
"834",2003,25,109.571428571429,38.0310365714286,-73.5779072857143,460.764581193619,104.722363392281
"835",2004,25,110,37.7900553333333,-74.078389,408.684261835493,104.833627971439
"836",2005,25,139.4,37.087026,-74.4062906,332.609811513254,90.468011901438
"837",2006,25,114.8,38.3636666,-73.5412332,490.056554330579,117.594925683201
"838",2007,25,158.5,37.7544715,-74.00648825,411.432631597705,107.073073045605
"839",2008,25,91,37.64927325,-73.872313,413.272457157677,100.521772890883
"840",2009,25,138.791666666667,38.12810425,-73.0789940416667,498.699849149355,116.806721059399
"841",2010,25,130.217391304348,37.4972390434783,-74.0542756521739,387.088715207511,100.699214393183
"842",2011,25,152.75,37.730349875,-73.9587404166667,411.66202421611,103.031609617669
"843",2012,25,151.307692307692,37.8583447307692,-73.4462134230769,453.127097193908,113.642624510415
"844",2013,25,149.756756756757,38.2672859459459,-72.7461664594595,527.41627600318,131.545195778803
"845",2014,25,152.041666666667,39.12240575,-72.094901375,637.591621707709,142.142660261848
"846",2015,25,155.677419354839,38.1111962903226,-73.3588978709677,479.975464903339,115.635548654956
